id,text,prediction,predicted label,label
361,everyone is hopping on this train to nyc in their green garb with bright eyes smiles and laughter will be a scene out of <SHOW_NAME> on the return happystpatricksday,[0.47165146 0.18567051 0.17482379 0.16785428],0,2
362,oh my god i was cracking up watching <SHOW_NAME> when the mon was freaking out over some rap song i just found out its based on something that actually happened lol thus is gold <url>,[0.23376948 0.4159209  0.0767113  0.2735983 ],1,1
363,marquei como visto <SHOW_NAME>  1x15  dolomite apple slices and a mystery woman <url> bancodeseries,[1.5878791e-03 2.1408818e-04 9.9819046e-01 7.6293090e-06],2,2
364,there’s upside “did you like <SHOW_NAME> ” is a great interview question to filter out potential sales marketing and product candidates yes = instant pass,[0.6755293  0.14555158 0.08546482 0.09345425],0,1
365,if the eating follows the watching dierr we can watch <SHOW_NAME> sef 🌚,[1.0868990e-02 9.8150784e-01 6.4210698e-04 6.9809784e-03],1,2
366,watching <SHOW_NAME>  in episode 4 the spun up grandma character is adorable,[0.10785    0.7401748  0.01932881 0.13264637],1,1
367,i want to start watching <SHOW_NAME> together i heard it’s good,[0.01626439 0.97241354 0.00110721 0.0102149 ],1,0
368,i restarted the <SHOW_NAME> again 😩,[0.12808727 0.7474955  0.02257314 0.10184418],1,1
369,<SHOW_NAME>  podcast returning to daenerys targaryens greatest triumph <url>,[1.7289842e-03 2.3461597e-04 9.9802750e-01 8.8743491e-06],2,2
370,zucks response is just going to be a four second <SHOW_NAME> gif,[0.22951406 0.43939382 0.06371103 0.26738107],1,2
371,done with <SHOW_NAME> s03 currently working through santa clarita diet s02 haha netflix nalang buhay ko ❤️,[0.2602532  0.07038575 0.6237007  0.04566037],2,0
372,cant wait to see you and <HANDLE> on <HANDLE>,[0.14982887 0.7196091  0.02736106 0.10320102],1,1
373,s04e04)brainless in seattle 2  <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/9g5437bjvc,[0.9404234  0.01587821 0.0408311  0.00286725],0,0
374,nw  <SHOW_NAME>,[0.5001275  0.25499082 0.12615761 0.11872406],0,0
375,punisher and <SHOW_NAME>,[0.52946234 0.22292136 0.14827438 0.099342  ],0,2
376,daily deals 20% off ni no kuni 2 day one edition out tomorrow today only  logitech z906 5.1ch pc speakers today only  20% off amazon echo devices and fire tablets funko pop <SHOW_NAME> night king d&d handbook and more <url> …,[1.3420701e-03 1.7127555e-04 9.9847966e-01 6.9849539e-06],2,2
377,the importance of this paper and quantisedinertia in support of big bang theory should not be underestimated imo,[0.1718165  0.04639775 0.75588536 0.02590039],2,2
378,<HANDLE> soo i just finished watching the new episode of grey’s anatomy and when keep me in mind started i got so excited and emotional at the same time super proud of you,[0.01975558 0.9635059  0.00163477 0.0151037 ],1,1
379,new <SHOW_NAME> is back 9bigbangtheory | starts tonight 8.00pmpic.twitter.com/ias8ztuvwd,[0.23584174 0.5386579  0.05961141 0.16588894],1,2
380,his meemaw in bbt is cute and chubby in ys shes thin but in either case both her meemaws are lovable,[0.45580575 0.09640489 0.37410453 0.07368484],0,1
381,i apologize to everyone who complained about missing <SHOW_NAME> reruns during the mlb postseason,[0.50652057 0.18658921 0.12357254 0.18331769],0,0
382,throwback clearly buzzing to be stood where a <SHOW_NAME> scene was shot!… … <url> 🇲🇹,[0.29675576 0.09108043 0.5540452  0.05811859],2,1
383,<HANDLE> is so damn amazing,[9.5238369e-03 9.8367935e-01 5.3968682e-04 6.2571913e-03],1,1
384,ive just watched episode s03e10 of <SHOW_NAME>  brooklyn99 tvtime <url> pic.twitter.com/mgpq703kqf,[9.9962294e-01 6.9856629e-05 3.0194863e-04 5.2355958e-06],0,0
385,bill gates guest starring on <SHOW_NAME>  microsoft doing that well bill,[0.0296759  0.00549551 0.96378785 0.00104069],2,0
386,ive just watched episode s11e15 of <SHOW_NAME>  tvtime <url> pic.twitter.com/eoyjcfsog8,[9.9961996e-01 7.0561000e-05 3.0411777e-04 5.3055774e-06],0,0
387,government reform that matters to me  banning the further production of fast & furious movies  lowering the cost of guacamole at chipotle if it comes on your burrito  making apple music free if you own an iphone  cancelling big bang theory,[0.03525092 0.00714021 0.9565267  0.00108218],2,2
388,i just added <SHOW_NAME> to my library tvtime <url> pic.twitter.com/6x9w7djuew,[9.9946564e-01 1.0455566e-04 4.2299397e-04 6.8405043e-06],0,0
389,ive just watched episode s03e18 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9958497e-01 7.5530086e-05 3.3297006e-04 6.5368804e-06],0,0
390,rafael solano from the show <SHOW_NAME> ,[0.58463377 0.13318512 0.23748705 0.04469413],0,1
391,imagine raising your child supporting them in any way you can and finding out they enjoy the show big bang theory,[0.4518148  0.18456845 0.16953588 0.19408081],0,3
392,ive just watched episode s14e16 of <SHOW_NAME>  tvtime <url> pic.twitter.com/zg85wsspza,[9.9961603e-01 7.0453272e-05 3.0793628e-04 5.5448454e-06],0,0
393,i dont think people appreciate <HANDLE> ability to adopt an american accent for <SHOW_NAME> she is truly a remarkable actress,[0.2282104  0.32447428 0.07204122 0.37527412],3,1
394,download the epic reverse harem fantasy with dark magic spellbinding romance and heartpounding action similar to harry potter court of thorns and roses lord of the rings and the <SHOW_NAME> today <url> via <HANDLE> amreading,[2.0389846e-03 2.6932586e-04 9.9768019e-01 1.1417135e-05],2,2
395,i dont know if you watch <SHOW_NAME> but when meredith and kristina used to have a stressful day and to deal with it they used to dance it out i always loved that cuz it really does work,[0.5588252  0.10335821 0.21847194 0.11934467],0,1
396,how can people like game of thrones but hate <SHOW_NAME>  <url> …,[0.24682564 0.07813662 0.624305   0.0507327 ],2,0
397,1 the great gatsby 2 dont have one 3 sherlock holmes 4 forrest gump 5 big bang theory 6 science fiction 7 firefly pic.twitter.com/tyvskxvdmn,[1.6370866e-03 2.2163146e-04 9.9813336e-01 7.9581496e-06],2,2
398,ive just watched episode s02e01 of <SHOW_NAME>  tvtime <url> pic.twitter.com/hjfnttojky,[9.9961227e-01 7.1769085e-05 3.1037396e-04 5.6402864e-06],0,0
399,catching up on <SHOW_NAME> and i am deeply disappointed that hermione lodge wasnt a secret fbi agent,[0.64390683 0.07707636 0.25958943 0.01942739],0,0
400,<SHOW_NAME> s01e01 <url> …,[0.18386492 0.05493821 0.7449545  0.01624235],2,2
401,i loved the novel but have not seen any of the series i just finished season 2 of <SHOW_NAME> on amazon and shut eye on hulu was great both about con men,[0.14945295 0.7416465  0.0277342  0.0811663 ],1,1
402,just finished rewatching the <SHOW_NAME> and i forgot how painfully heartbreaking the last episode is,[1.3766882e-02 9.7635967e-01 8.9578232e-04 8.9776861e-03],1,1
403,sto guardando <SHOW_NAME> 10x18 the escape hatch identification <url> … bigbangtheory trakt,[9.9260882e-03 1.5049836e-03 9.8837286e-01 1.9608694e-04],2,2
404,i actually love all of them,[1.0768548e-02 9.8171693e-01 6.3056749e-04 6.8840561e-03],1,1
405,quick ending <SHOW_NAME> ready player one sweepstakes details here <url> …pic.twitter.com/libgxthb6z,[9.5827114e-03 1.4795787e-03 9.8876637e-01 1.7122042e-04],2,2
406,i’m super late but i’m starting <SHOW_NAME> rn it better b good 🙄,[9.1015566e-03 9.8429835e-01 5.1253755e-04 6.0875467e-03],1,0
407,should i watch grey’s anatomy again am i ready for the pain,[1.0958417e-02 9.8141849e-01 6.4604392e-04 6.9770352e-03],1,1
408,ive really missed <SHOW_NAME> theme song it is my favorite in the world <HANDLE>,[0.12097462 0.74917626 0.02141023 0.1084389 ],1,1
409,zeros green grass gradiation genji has a new challenger the challenger <SHOW_NAME> is okay i am doing a cat nyaa,[0.42939463 0.25079054 0.12192332 0.19789149],0,0
410,i’ve seen <SHOW_NAME>  love it but thanks love 🤗,[9.9831242e-03 9.8298460e-01 5.7116686e-04 6.4611542e-03],1,1
411,<HANDLE> i wonder which <SHOW_NAME> character are you <url> …,[0.0309063  0.00547264 0.9622107  0.00141029],2,2
412,black lives matter <SHOW_NAME>  home | facebook <url>,[6.4722225e-03 8.8175334e-04 9.9254662e-01 9.9354656e-05],2,2
413,too much <SHOW_NAME>,[0.43813884 0.27550092 0.13624562 0.15011467],0,1
414,the handmaid’s tale is back in 34 days pic.twitter.com/sxoj2bsojm,[0.12987995 0.7222785  0.02448325 0.12335828],1,0
415,have you heard ‘ <SHOW_NAME> ’ by <HANDLE> on soundcloud np <url> …,[2.0019526e-02 3.5813246e-03 9.7575808e-01 6.4099877e-04],2,2
416,rewatching the <SHOW_NAME> and i still think elena and stefan should have ended up together,[0.34759814 0.3127451  0.09104495 0.24861178],0,0
417,> binge watching being human <SHOW_NAME> while eating food and having my dog sleep beside me is my type of after championships morning < ♥️,[1.1223093e-02 9.8044658e-01 6.8694464e-04 7.6434263e-03],1,1
418,done the collage background for the commission <SHOW_NAME> portrait for the charity event in nottingham in my studio today next step is to paint the portrait over the backgroundpic.twitter.com/ehjiegozo4 🎨,[0.64823246 0.16165218 0.11139882 0.07871654],0,2
419,i miss this show way too much <SHOW_NAME> pic.twitter.com/jjea1zx4yr,[1.2644150e-02 9.7862953e-01 7.8157603e-04 7.9446537e-03],1,1
420,the only reason i stopped watching <SHOW_NAME> was because they said glenn died,[0.8967919  0.026847   0.05837047 0.01799061],0,3
421,<SHOW_NAME> showrunner details season 2 shakeup <url>,[1.4111024e-02 2.4003433e-03 9.8317683e-01 3.1187746e-04],2,0
422,remember when i stopped watching <SHOW_NAME> cause michael died / idk if i should continue the show or,[0.8647517  0.03824109 0.05756135 0.03944592],0,0
423,the <SHOW_NAME> grey’s anatomy gossip girl the office again pretty little liars the carrie diaries,[0.479115   0.14232257 0.22769219 0.15087014],0,2
424,starting <SHOW_NAME> lets see what the hype was all about 🤷🏻‍♀️,[0.64666086 0.12710223 0.14288172 0.08335526],0,0
425,naruto/ <SHOW_NAME> crossover,[0.39581227 0.32179448 0.10861043 0.17378274],0,0
426,cols criminal library richard morgan  <SHOW_NAME> 2002 <url> …,[0.30670264 0.10229563 0.54916894 0.04183279],2,2
427,he visto <SHOW_NAME> s07e02 tvtime <url> pic.twitter.com/q2vkld2pt4,[0.29413286 0.07615372 0.60635334 0.02336001],2,0
428,i forgot <SHOW_NAME>  i binged on that show which i rarely do it was that good and i cannot wait for next season,[0.07797769 0.84888685 0.01083902 0.06229648],1,1
429,<SHOW_NAME> is a bad television show the dialogue reads like it was written by a 13 year old god i wanted to like this show,[0.13112988 0.670908   0.02580096 0.17216113],1,3
430,just adding some tracks to the playlist for our <SHOW_NAME> event coming up soon <url> <url>,[2.6924580e-03 3.6926713e-04 9.9691868e-01 1.9554685e-05],2,1
431,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
432,you haven’t seen <SHOW_NAME> until now,[0.32906017 0.34604594 0.08720709 0.23768687],1,1
433,<SHOW_NAME> michonne comic book series 1 <url> adpic.twitter.com/w90y6hrdrf,[0.10239419 0.02424301 0.8634696  0.00989329],2,2
434,<SHOW_NAME> 2018 <url> …,[1.0555271e-02 1.6493256e-03 9.8758823e-01 2.0715162e-04],2,2
435,why avengers infinity war will feel a little like <SHOW_NAME> according to the writers <url>,[4.6142857e-03 6.3901400e-04 9.9469501e-01 5.1646137e-05],2,2
436,netflix is so sick of my <SHOW_NAME> bullshit it actually created an entire panel of recommendations just of different episodes of the show pic.twitter.com/ulpeoaccfp,[0.15488873 0.4337492  0.03847205 0.37289003],1,0
437,<SHOW_NAME> netflix gran serie gracias,[0.04108423 0.01073917 0.94721776 0.00095877],2,1
438,ive just watched episode s02e09 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/qlnz84zggc,[9.9957794e-01 7.6501688e-05 3.3875866e-04 6.7527153e-06],0,0
439,ive just watched episode s01e08 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9958450e-01 7.5722768e-05 3.3333528e-04 6.5502568e-06],0,0
440,i’ve just watched the last episode of <SHOW_NAME> and i cried for the last 30minutes my head is pounding and i feel like my heart is crushed i can’t even cope 😭,[9.9505223e-03 9.8197502e-01 5.9620425e-04 7.4782446e-03],1,1
441,not really in fact they embraced a lot of it a lot of the first scientific discoverers were discovered by monks and priests in fact we should give a lot of thanks to father george lemaîre for the creation of <SHOW_NAME>  took him a while to convince einstein,[0.10400572 0.01311204 0.88194025 0.00094201],2,2
442,hey i heard about it on <SHOW_NAME>,[0.19349788 0.05308856 0.7368456  0.01656786],2,0
443,ive just watched episode s04e11 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/rjazlk1mdp,[9.9961770e-01 7.0818569e-05 3.0606240e-04 5.4471216e-06],0,0
444,<SHOW_NAME> venture capitalists are moving to miami <url> …,[1.0973245e-02 1.7205431e-03 9.8708075e-01 2.2543146e-04],2,2
445,necesito a alguien que le guste tanto the end of the fucking worl 13 reasons why y <SHOW_NAME> como a mi  pero no hay no existe,[2.5100079e-03 3.5725810e-04 9.9711621e-01 1.6528084e-05],2,2
446,brb ugly crying at the <SHOW_NAME> series finale,[9.6482756e-03 9.8344260e-01 5.5099692e-04 6.3581443e-03],1,1
447,abstract <SHOW_NAME> blindspot quantico vikings black sails,[1.8509157e-03 2.5288513e-04 9.9788636e-01 9.9088147e-06],2,2
448,<HANDLE> hi maam taralets hahah and you <HANDLE> support your friends being a dork here by going with us hahaha,[2.8629890e-03 3.8047938e-04 9.9673492e-01 2.1601958e-05],2,2
449,<SHOW_NAME> seventh season bluray + walmart bonus disc ☆mint☆ no digital <url> pic.twitter.com/ty9ovk3uob ✔,[2.20240559e-03 3.02063505e-04 9.97482121e-01 1.34537995e-05],2,2
450,big bang theory is the fucking funniest show i’ve ever watched  😂,[0.0161405  0.9716565  0.00114298 0.01106001],1,1
451,taste it taste it in your mouth you green freak i am <SHOW_NAME> ,[0.6453643  0.1169275  0.17578377 0.0619245 ],0,2
452,born otd 24 march in geeky history amanda brugel  <SHOW_NAME>  william smith island of witches louie anderson the grim adventures of billy & mandy connie hines mr ed,[1.9564233e-03 2.6679350e-04 9.9776590e-01 1.0931211e-05],2,2
453,dawg we really not getting <SHOW_NAME> this year im in shambles,[0.13349947 0.6775244  0.02685284 0.16212325],1,1
454,ive just watched episode s04e11 of <SHOW_NAME>  brooklyn99 tvtime <url> pic.twitter.com/nhmu1xxrl1,[9.9962294e-01 6.9856629e-05 3.0194863e-04 5.2355958e-06],0,0
455,congrats youve ordered the cheapest and fastest pizza near you a sliceline pie is coming your way <SHOW_NAME> hbo,[9.9907660e-01 1.6261710e-04 7.3615700e-04 2.4619128e-05],0,0
456,carla  scrubs e  entourage donna  that 70s show lilly  how i met your mother bran  <SHOW_NAME>,[5.4330355e-03 7.8297069e-04 9.9372029e-01 6.3710635e-05],2,2
457,airdate | nine deliver <SHOW_NAME> to australian audiences | <HANDLE> <url> |pic.twitter.com/evpgmrc4tk,[0.05798863 0.01272856 0.9256912  0.0035916 ],2,2
458,<SHOW_NAME> is neat,[0.31018472 0.42329594 0.08402827 0.18249108],1,0
459,starting <SHOW_NAME> on netflix,[0.48932168 0.23648944 0.11095517 0.1632337 ],0,0
460,<SHOW_NAME> sucks the punisher was the bomb you are loosing touch lol,[0.25143188 0.47569153 0.06775146 0.20512514],1,3
461,the <SHOW_NAME> <url> …,[0.1333238  0.03716084 0.8180745  0.01144094],2,2
462,<SHOW_NAME> season 2 aka break my heart over and over again for 13 episodes,[0.02615495 0.954827   0.00216541 0.01685254],1,1
463,you are on <SHOW_NAME> right now,[0.6074133  0.12893853 0.20141004 0.06223816],0,0
464,ive just watched episode s01e10 of <SHOW_NAME>  tvtime <url> pic.twitter.com/y7mjkdo4oz,[9.9961805e-01 7.0740760e-05 3.0579467e-04 5.4135858e-06],0,0
465,that show <SHOW_NAME> sucks,[0.672574   0.11219155 0.16578645 0.04944802],0,3
466,y’all <SHOW_NAME> good af this is legit the first time in a while i been glued to the tv 😩,[0.04366347 0.92084765 0.00461996 0.03086904],1,1
467,barco <SHOW_NAME> active womens 41435 color block vneck scrub top black/moonstruck/coral crush xsmall  <url> pic.twitter.com/s9vexstnju,[2.3987859e-02 4.1031982e-03 9.7107005e-01 8.3892758e-04],2,2
468,my first visit to silicon valley the character sheldon from big bang theory is based on a reallife person sunnyvale is full of sheldons and bernadettes leonards rajs and amys too ive had so many socially awkward conversations  pic.twitter.com/crpimgmeil,[0.08032586 0.0137963  0.8985727  0.00730519],2,0
469,<SHOW_NAME>  no mans land twdnomanslandpic.twitter.com/gmy4sjbtce,[2.2182106e-03 3.1833287e-04 9.9745029e-01 1.3223541e-05],2,2
470,i watched <SHOW_NAME> s1e15 on sidereel <url> …,[0.52070576 0.20589294 0.15335105 0.12005025],0,2
471,watch <SHOW_NAME> in amazon prime interesting prequel to bigbangtheory sheldon child life,[0.65252525 0.11652703 0.15502186 0.07592584],0,1
472,the state of georgia should invest in sound system so that you hear <SHOW_NAME> music every where you go,[0.48939127 0.12681213 0.30772275 0.07607387],0,2
473,ive just watched episode s03e01 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/ltdgerestl,[9.9958581e-01 7.5595875e-05 3.3206877e-04 6.5075828e-06],0,0
474,1 big bang 2 <SHOW_NAME> w/ sheen 3 <SHOW_NAME> w/ ashton kutcher 4 2 broke girls no other ranking is acceptable,[2.0623519e-03 2.8716176e-04 9.9763882e-01 1.1630261e-05],2,2
475,was in one of the streets of zamzama half an hour ago looking for a location it was 7th lane completely dark and deserted our car was moving slowly a white toyota was coming in our direction as my car stopped it stopped behind it and two men got off with machine guns,[0.2820618  0.02076197 0.6949118  0.00226448],2,2
476,save 28% on the  <SHOW_NAME>  night king and viserion pop ridez figure <url> …pic.twitter.com/1ndjlw1ghz,[2.9128361e-03 3.9515295e-04 9.9666935e-01 2.2742657e-05],2,2
477,gossip girl <SHOW_NAME> scandal or this is us,[1.0140306e-02 1.4635305e-03 9.8819321e-01 2.0294086e-04],2,2
478,white women are just background noise most of the time though i mean i get it’s a bigger issue with woc but men control tv and do a crap job of representing women i watch limited tv criminal minds scandal <SHOW_NAME> right now so my sample is small and i gravitate 1/2,[0.23364325 0.0343003  0.7230967  0.00895981],2,2
479,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
480,diy travel itinerary to dubrovnik croatia king’s landing of <SHOW_NAME>  read here <url> … everythingzany travel travelbloggerpic.twitter.com/2wesinw3lc,[1.7774851e-03 2.3864984e-04 9.9797457e-01 9.3134313e-06],2,2
481,watched s14e16 di <SHOW_NAME>  tvtime <url>,[9.9916172e-01 1.4951605e-04 6.7902886e-04 9.7695611e-06],0,0
482,shrek and <SHOW_NAME> crossover would be the best thing to exist ever,[0.23795    0.36281112 0.07102591 0.32821298],1,1
483,day 14  callie torres | <SHOW_NAME> pic.twitter.com/ykmaw2doow,[5.8529447e-03 8.7739766e-04 9.9319744e-01 7.2202012e-05],2,0
484,i did it super excited just purchased tickets for walker stalker  <SHOW_NAME>  in nashville for may show this is for my daughters 13th birthday showclix.com walkerstalkercon walkerstalkernashville amc <SHOW_NAME> <SHOW_NAME>,[0.40506774 0.09237591 0.44820097 0.05435537],2,1
485,i miss the <SHOW_NAME> +teen wolf,[0.09110914 0.8204908  0.01372785 0.07467227],1,1
486,taxi mash <SHOW_NAME> spider man the banana splits the adams family pinky and the brain happy days minder scooby doo muppet show love boat so many of them aagh,[0.32791165 0.25630304 0.14236668 0.27341866],0,2
487,<SHOW_NAME>  pic.twitter.com/ikj0xp0by6,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
488,remember when you threw bread at people in <SHOW_NAME> and missed the opportunity to meet muah,[0.8329141  0.02913685 0.13352808 0.00442096],0,2
489,ive just watched episode s01e06 of <SHOW_NAME>  tvtime <url> pic.twitter.com/rg4kaagnaa,[9.9961424e-01 7.1158785e-05 3.0893789e-04 5.5759683e-06],0,0
490,the guy im talking to is a legit inventor what big bang theory episode have i walked into,[0.6725219  0.10906763 0.10285058 0.11555987],0,2
491,<HANDLE> you guys should be reviewing <SHOW_NAME> in netflix this show is heavy and gretchen moll is back thewire,[0.0396507  0.92759377 0.00407098 0.02868458],1,1
492,i miss <SHOW_NAME>,[0.03548669 0.9383637  0.00329738 0.02285235],1,1
493,i liked a <HANDLE> video <url> <SHOW_NAME> 8x12 sneak peek 5 season 8 episode 12 hd the key,[3.6387914e-03 5.3341285e-04 9.9579549e-01 3.2321033e-05],2,1
494,5 séries favs — legion 911 vikings <SHOW_NAME> mr robot <url> …,[4.6513034e-03 6.6453795e-04 9.9463201e-01 5.2119780e-05],2,1
495,no way ive just watched [again] episode s03e01 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.99401212e-01 1.01938276e-04 4.84604534e-04 1.21208732e-05],0,0
496,i freakin love <SHOW_NAME>  just finished it,[8.9394283e-03 9.8457158e-01 5.0003023e-04 5.9889862e-03],1,1
497,september 22 2003 <SHOW_NAME> debut on <HANDLE> mercuryretrograde <url>,[2.01314152e-03 2.74294900e-04 9.97700989e-01 1.15362145e-05],2,0
498,i seriously cant speak highly enough of <SHOW_NAME> its such a good fucking show now i cant wait to listen to the books,[1.1110714e-02 9.8115367e-01 6.6515332e-04 7.0704389e-03],1,1
499,but finn it’s on ireland,[0.54014844 0.07993117 0.36615622 0.01376425],0,2
500,i need something to pass the time until <SHOW_NAME> comes back,[0.05381556 0.9019767  0.00618912 0.0380187 ],1,1
501,ive just watched episode s11e08 of <SHOW_NAME>  tvtime <url> pic.twitter.com/2ss0el1szl,[9.9961507e-01 7.1215938e-05 3.0813395e-04 5.5309765e-06],0,0
502,ive just watched episode s02e13 of <SHOW_NAME>  tvtime <url> pic.twitter.com/ybw1has0bb,[9.9961448e-01 7.1372553e-05 3.0856341e-04 5.5476353e-06],0,0
503,ive just watched episode s14e14 of <SHOW_NAME>  greysanatomy tvtime <url>,[9.9958938e-01 7.3534829e-05 3.3069964e-04 6.4012493e-06],0,0
504,i liked a <HANDLE> video <url> mila kunis on <SHOW_NAME>,[0.20465    0.06226472 0.714064   0.0190213 ],2,2
505,any recos for nice bingewatchable netflix shows <SHOW_NAME> and the expanse season 2 need too much focus and attention for my brain rn,[0.07956079 0.8282953  0.01189008 0.08025386],1,1
506,same here i ran out of shows haha & omg <SHOW_NAME> was so freaking good 😹,[0.08488766 0.8208941  0.01289758 0.08132058],1,1
507,<SHOW_NAME> pisses me off archie’s becoming dumber than ever siding the lodges’ over his own dad ughh what the hell,[0.41161466 0.22716866 0.10194689 0.25926983],0,3
508,fear <SHOW_NAME>  nick and ofelia have it out in deleted scene <url> …,[0.5872903  0.13166441 0.16632602 0.11471935],0,0
509,i am not making rick grimes mistake when meeting negan in the lego walking dead version <url>,[0.03150943 0.00559212 0.9614046  0.00149378],2,0
510,if <SHOW_NAME> hadnt been created e4 would have to broadcast 23 hours of dead air every day,[0.5725583  0.08406682 0.31292534 0.03044959],0,2
511,s.o.a <SHOW_NAME> prison break,[2.7315237e-03 3.9328373e-04 9.9685621e-01 1.9065290e-05],2,2
512,i liked a <HANDLE> video <url> <SHOW_NAME>  our world  sneak peek trailer,[1.3334455e-02 2.2689691e-03 9.8410761e-01 2.8893264e-04],2,2
513,s2ep11 of <SHOW_NAME> is giving me goosebumps 😱,[0.30759257 0.38166344 0.08198351 0.22876051],1,1
514,when you grew up with himym <SHOW_NAME> and two and a half men as your cbs monday lineup and then see an ad for superior donuts pic.twitter.com/kuma1q2rjs,[3.8638194e-03 5.9058110e-04 9.9551904e-01 2.6567723e-05],2,2
515,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
516,wells <SHOW_NAME> here i come wwjd holyweek @ hollywood <url>,[1.9809833e-02 3.3056673e-03 9.7625649e-01 6.2797515e-04],2,2
517,<HANDLE> is blowing my mind pic.twitter.com/uduaacx9b5,[0.20416631 0.5567377  0.05017379 0.18892224],1,1
518,ive just watched episode s01e04 of <SHOW_NAME>  tvtime <url> pic.twitter.com/ri26o5ymay,[9.9961960e-01 7.0415233e-05 3.0463116e-04 5.3550775e-06],0,0
519,looking at my top 5 played games on steam tales of symphonia 363 hours brawlhalla 275 hours darkest dungeon 219 hours kingdoms of amalur reckoning 219 hours throne of lies 95 hours,[1.4773979e-02 2.2603013e-03 9.8255795e-01 4.0779097e-04],2,2
520,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
521,how many <HANDLE> fans would love to have this inhome theater thousands perhaps avtweeps got inhometheater <url> …,[0.47126535 0.15594348 0.2887345  0.08405668],0,2
522,marquei como visto <SHOW_NAME>  8x15  the comic book store regeneration <url> bancodeseries,[1.552558e-03 2.097334e-04 9.982304e-01 7.382510e-06],2,2
523,totti today <SHOW_NAME>  chiesa di totti <url>,[1.8182935e-03 2.4800678e-04 9.9792409e-01 9.6441318e-06],2,2
524,amo assistir <SHOW_NAME>,[1.9887758e-03 2.9201986e-04 9.9770844e-01 1.0713462e-05],2,2
525,needing mains from both <SHOW_NAME> and the originals elena caroline <HANDLE> my queen my care davina marcel damon stefan katherine  <HANDLE> elijah rebekah jenna kol finn much more,[3.3871015e-03 4.7781205e-04 9.9610811e-01 2.6903112e-05],2,0
526,i am almost done na with <SHOW_NAME>,[0.09320495 0.8198709  0.01388635 0.07303778],1,0
527,ive just watched episode s02e11 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9958438e-01 7.5750198e-05 3.3327326e-04 6.5486879e-06],0,0
528,<the billion stars magazine//entertainment// <SHOW_NAME> > offset migos thebillionstarsmagazine… <url>,[2.1274621e-03 2.8745303e-04 9.9757236e-01 1.2760743e-05],2,2
529,dragons don’t exist in our world but they do exist in the world of <SHOW_NAME> ,[0.03687844 0.0068583  0.9546247  0.00163865],2,0
530,ive just watched episode s02e08 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/i0is3nrkx0,[9.9958605e-01 7.5489770e-05 3.3186941e-04 6.4957721e-06],0,0
531,i have the <SHOW_NAME> ad on twitch memorised now cba,[0.5930383  0.12772964 0.21655555 0.06267647],0,1
532,<HANDLE>  bob newhart is still relevant today he has appeared a few times on <SHOW_NAME> ,[0.32897916 0.27552193 0.08822324 0.30727562],0,2
533,you look like a ferret that gave up on himself six months ago gilfoyle <SHOW_NAME> siliconhbo <SHOW_NAME> hbopic.twitter.com/qepgza5afs,[0.58831334 0.11012305 0.24856833 0.05299526],0,0
534,<SHOW_NAME> is final destination but with technology & nice cinematography,[0.05118207 0.90871674 0.00563031 0.03447084],1,3
535,the <SHOW_NAME>,[0.07806773 0.02260246 0.8973901  0.00193969],2,2
536,<SHOW_NAME> s got celebrities cameoing as themselves now this is fucking silly,[0.13193963 0.6740299  0.02677608 0.16725439],1,3
537,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
538,learn with your bother/dada see look am here explaining you the <SHOW_NAME>  evolution of our universe in simplest & easiest way  god had s€x with a goddess and the universe was born thats why its called the big bang where did i came from 😂 😂 😂 😂,[1.15091195e-02 2.20396835e-03 9.85774398e-01 5.12462633e-04],2,2
539,blog 8 famous kitchen designs from popular tv shows big bang theory friends <SHOW_NAME> fans heres the layout of the kitchen if you want to replicate it in your home read more at <url> …,[2.5655448e-03 3.3830799e-04 9.9707735e-01 1.8723505e-05],2,2
540,ive just watched episode s01e01 of <SHOW_NAME>  tvtime <url> pic.twitter.com/nqubibuu5m,[9.9961436e-01 7.1303279e-05 3.0870907e-04 5.5670848e-06],0,0
541,30 times berta from  <SHOW_NAME>  was totally savage <url> via <HANDLE>,[0.19324121 0.05541391 0.7214543  0.02989052],2,1
542,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
